date,pid,race,lane,rank,st,decision,win
20250815,02,1R,1,4,0.13,まくり,0
20250815,02,1R,2,6,0.12,まくり,0
20250815,02,1R,3,1,0.07,まくり,1
20250815,02,1R,4,2,0.07,まくり,0
20250815,02,1R,5,3,0.15,まくり,0
20250815,02,1R,6,5,0.1,まくり,0
20250815,02,2R,1,2,0.14,抜き,0
20250815,02,2R,2,1,0.13,抜き,1
20250815,02,2R,3,4,0.25,抜き,0
20250815,02,2R,4,6,0.16,抜き,0
20250815,02,2R,5,3,0.18,抜き,0
20250815,02,2R,6,5,0.19,抜き,0
20250815,02,3R,1,4,0.15,抜き,0
20250815,02,3R,2,5,0.13,抜き,0
20250815,02,3R,3,3,0.09,抜き,0
20250815,02,3R,4,6,0.15,抜き,0
20250815,02,3R,5,1,0.1,抜き,1
20250815,02,3R,6,2,0.08,抜き,0
20250815,02,4R,1,2,0.15,まくり,0
20250815,02,4R,2,4,0.14,まくり,0
20250815,02,4R,3,6,0.15,まくり,0
20250815,02,4R,4,5,0.13,まくり,0
20250815,02,4R,5,1,0.18,まくり,1
20250815,02,4R,6,3,0.12,まくり,0
20250815,02,5R,1,5,0.2,差し,0
20250815,02,5R,2,3,0.15,差し,0
20250815,02,5R,3,1,0.28,差し,1
20250815,02,5R,4,2,0.23,差し,0
20250815,02,5R,5,6,0.28,差し,0
20250815,02,5R,6,4,0.36,差し,0
20250815,02,6R,1,1,0.09,逃げ,1
20250815,02,6R,2,2,0.08,逃げ,0
20250815,02,6R,3,4,0.09,逃げ,0
20250815,02,6R,4,6,0.05,逃げ,0
20250815,02,6R,5,5,0.02,逃げ,0
20250815,02,6R,6,3,0.04,逃げ,0
20250815,02,7R,1,2,0.24,抜き,0
20250815,02,7R,2,1,0.19,抜き,1
20250815,02,7R,3,4,0.22,抜き,0
20250815,02,7R,4,3,0.17,抜き,0
20250815,02,7R,5,6,0.21,抜き,0
20250815,02,7R,6,5,0.27,抜き,0
20250815,02,8R,1,2,0.16,まくり,0
20250815,02,8R,2,3,0.13,まくり,0
20250815,02,8R,3,1,0.2,まくり,1
20250815,02,8R,4,4,0.15,まくり,0
20250815,02,8R,5,6,0.16,まくり,0
20250815,02,8R,6,5,0.21,まくり,0
20250815,02,9R,1,1,0.08,逃げ,1
20250815,02,9R,2,2,0.09,逃げ,0
20250815,02,9R,3,6,0.14,逃げ,0
20250815,02,9R,4,5,0.11,逃げ,0
20250815,02,9R,5,3,0.11,逃げ,0
20250815,02,9R,6,4,0.17,逃げ,0
20250815,02,10R,1,5,0.08,差し,0
20250815,02,10R,2,2,0.06,差し,0
20250815,02,10R,3,4,0.05,差し,0
20250815,02,10R,4,1,0.08,差し,1
20250815,02,10R,5,3,0.08,差し,0
20250815,02,10R,6,6,0.04,差し,0
20250815,02,11R,1,3,0.18,まくり,0
20250815,02,11R,2,2,0.15,まくり,0
20250815,02,11R,3,6,0.23,まくり,0
20250815,02,11R,4,4,0.17,まくり,0
20250815,02,11R,5,5,0.18,まくり,0
20250815,02,11R,6,1,0.14,まくり,1
20250815,02,12R,1,1,0.09,逃げ,1
20250815,02,12R,2,4,0.19,逃げ,0
20250815,02,12R,3,3,0.13,逃げ,0
20250815,02,12R,4,5,0.07,逃げ,0
20250815,02,12R,5,6,0.25,逃げ,0
20250815,02,12R,6,2,0.09,逃げ,0
