date,pid,race,lane,rank,st,decision,win
20250816,13,1R,1,1.0,0.26,逃げ,1.0
20250816,13,1R,2,3.0,0.2,逃げ,0.0
20250816,13,1R,3,4.0,0.16,逃げ,0.0
20250816,13,1R,4,6.0,0.19,逃げ,0.0
20250816,13,1R,5,2.0,0.22,逃げ,0.0
20250816,13,1R,6,5.0,0.18,逃げ,0.0
20250816,13,2R,1,6.0,0.24,まくり,0.0
20250816,13,2R,2,1.0,0.15,まくり,1.0
20250816,13,2R,3,5.0,0.16,まくり,0.0
20250816,13,2R,4,2.0,0.15,まくり,0.0
20250816,13,2R,5,3.0,0.15,まくり,0.0
20250816,13,2R,6,4.0,0.16,まくり,0.0
20250816,13,3R,1,1.0,0.17,逃げ,1.0
20250816,13,3R,2,2.0,0.17,逃げ,0.0
20250816,13,3R,3,,0.18,逃げ,
20250816,13,3R,4,3.0,0.22,逃げ,0.0
20250816,13,3R,5,4.0,0.16,逃げ,0.0
20250816,13,3R,6,5.0,0.17,逃げ,0.0
20250816,13,4R,1,2.0,0.2,まくり差し,0.0
20250816,13,4R,2,3.0,0.19,まくり差し,0.0
20250816,13,4R,3,1.0,0.16,まくり差し,1.0
20250816,13,4R,4,6.0,0.17,まくり差し,0.0
20250816,13,4R,5,4.0,0.15,まくり差し,0.0
20250816,13,4R,6,5.0,0.1,まくり差し,0.0
20250816,13,5R,1,3.0,0.26,まくり,0.0
20250816,13,5R,2,6.0,0.18,まくり,0.0
20250816,13,5R,3,1.0,0.09,まくり,1.0
20250816,13,5R,4,2.0,0.11,まくり,0.0
20250816,13,5R,5,5.0,0.14,まくり,0.0
20250816,13,5R,6,4.0,0.26,まくり,0.0
20250816,13,6R,1,5.0,0.2,まくり,0.0
20250816,13,6R,2,4.0,0.2,まくり,0.0
20250816,13,6R,3,3.0,0.2,まくり,0.0
20250816,13,6R,4,1.0,0.13,まくり,1.0
20250816,13,6R,5,2.0,0.17,まくり,0.0
20250816,13,6R,6,6.0,0.24,まくり,0.0
20250816,13,7R,1,1.0,0.25,逃げ,1.0
20250816,13,7R,2,6.0,0.23,逃げ,0.0
20250816,13,7R,3,2.0,0.24,逃げ,0.0
20250816,13,7R,4,4.0,0.25,逃げ,0.0
20250816,13,7R,5,3.0,0.24,逃げ,0.0
20250816,13,7R,6,5.0,0.2,逃げ,0.0
20250816,13,8R,1,4.0,0.35,まくり,0.0
20250816,13,8R,2,6.0,0.31,まくり,0.0
20250816,13,8R,3,1.0,0.24,まくり,1.0
20250816,13,8R,4,5.0,0.38,まくり,0.0
20250816,13,8R,5,2.0,0.33,まくり,0.0
20250816,13,8R,6,3.0,0.25,まくり,0.0
20250816,13,9R,1,1.0,0.25,逃げ,1.0
20250816,13,9R,2,3.0,0.2,逃げ,0.0
20250816,13,9R,3,4.0,0.17,逃げ,0.0
20250816,13,9R,4,2.0,0.16,逃げ,0.0
20250816,13,9R,5,5.0,0.13,逃げ,0.0
20250816,13,9R,6,6.0,0.16,逃げ,0.0
20250816,13,10R,1,1.0,0.29,逃げ,1.0
20250816,13,10R,2,2.0,0.28,逃げ,0.0
20250816,13,10R,3,5.0,0.17,逃げ,0.0
20250816,13,10R,4,4.0,0.14,逃げ,0.0
20250816,13,10R,5,3.0,0.21,逃げ,0.0
20250816,13,10R,6,6.0,0.16,逃げ,0.0
20250816,13,11R,1,2.0,0.38,まくり,0.0
20250816,13,11R,2,3.0,0.33,まくり,0.0
20250816,13,11R,3,6.0,0.35,まくり,0.0
20250816,13,11R,4,4.0,0.52,まくり,0.0
20250816,13,11R,5,5.0,0.43,まくり,0.0
20250816,13,11R,6,1.0,0.22,まくり,1.0
20250816,13,12R,1,1.0,0.14,逃げ,1.0
20250816,13,12R,2,4.0,0.15,逃げ,0.0
20250816,13,12R,3,2.0,0.07,逃げ,0.0
20250816,13,12R,4,3.0,0.08,逃げ,0.0
20250816,13,12R,5,6.0,0.17,逃げ,0.0
20250816,13,12R,6,5.0,0.11,逃げ,0.0
