date,pid,race,lane,rank,st,decision,win
20250817,03,1R,1,2.0,0.11,まくり差し,0.0
20250817,03,1R,2,3.0,0.22,まくり差し,0.0
20250817,03,1R,3,1.0,0.21,まくり差し,1.0
20250817,03,1R,4,4.0,0.16,まくり差し,0.0
20250817,03,1R,5,6.0,0.24,まくり差し,0.0
20250817,03,1R,6,5.0,0.29,まくり差し,0.0
20250817,03,2R,1,1.0,0.26,逃げ,1.0
20250817,03,2R,2,4.0,0.21,逃げ,0.0
20250817,03,2R,3,,,逃げ,
20250817,03,2R,4,3.0,0.19,逃げ,0.0
20250817,03,2R,5,2.0,0.26,逃げ,0.0
20250817,03,2R,6,5.0,0.24,逃げ,0.0
20250817,03,3R,1,4.0,0.11,まくり差し,0.0
20250817,03,3R,2,2.0,0.23,まくり差し,0.0
20250817,03,3R,3,5.0,0.25,まくり差し,0.0
20250817,03,3R,4,3.0,0.23,まくり差し,0.0
20250817,03,3R,5,1.0,0.23,まくり差し,1.0
20250817,03,3R,6,6.0,0.26,まくり差し,0.0
20250817,03,4R,1,2.0,0.17,まくり差し,0.0
20250817,03,4R,2,4.0,0.17,まくり差し,0.0
20250817,03,4R,3,3.0,0.13,まくり差し,0.0
20250817,03,4R,4,1.0,0.11,まくり差し,1.0
20250817,03,4R,5,5.0,0.24,まくり差し,0.0
20250817,03,4R,6,6.0,0.21,まくり差し,0.0
20250817,03,5R,1,4.0,0.14,差し,0.0
20250817,03,5R,2,5.0,0.13,差し,0.0
20250817,03,5R,3,3.0,0.17,差し,0.0
20250817,03,5R,4,1.0,0.21,差し,1.0
20250817,03,5R,5,2.0,0.23,差し,0.0
20250817,03,5R,6,6.0,0.32,差し,0.0
20250817,03,6R,1,1.0,0.15,逃げ,1.0
20250817,03,6R,2,6.0,0.29,逃げ,0.0
20250817,03,6R,3,5.0,0.19,逃げ,0.0
20250817,03,6R,4,4.0,0.33,逃げ,0.0
20250817,03,6R,5,2.0,0.21,逃げ,0.0
20250817,03,6R,6,3.0,0.23,逃げ,0.0
20250817,03,7R,1,3.0,0.34,差し,0.0
20250817,03,7R,2,1.0,0.31,差し,1.0
20250817,03,7R,3,5.0,0.32,差し,0.0
20250817,03,7R,4,2.0,0.24,差し,0.0
20250817,03,7R,5,4.0,0.21,差し,0.0
20250817,03,7R,6,6.0,0.19,差し,0.0
