date,pid,race,lane,rank,st,decision,win
20250814,01,1R,1,6,0.16,抜き,0
20250814,01,1R,2,2,0.17,抜き,0
20250814,01,1R,3,1,0.16,抜き,1
20250814,01,1R,4,4,0.18,抜き,0
20250814,01,1R,5,3,0.19,抜き,0
20250814,01,1R,6,5,0.23,抜き,0
20250814,01,2R,1,5,0.28,まくり,0
20250814,01,2R,2,4,0.34,まくり,0
20250814,01,2R,3,3,0.24,まくり,0
20250814,01,2R,4,2,0.16,まくり,0
20250814,01,2R,5,1,0.1,まくり,1
20250814,01,2R,6,6,0.19,まくり,0
20250814,01,3R,1,5,0.35,まくり,0
20250814,01,3R,2,2,0.16,まくり,0
20250814,01,3R,3,3,0.15,まくり,0
20250814,01,3R,4,4,0.18,まくり,0
20250814,01,3R,5,6,0.2,まくり,0
20250814,01,3R,6,1,0.05,まくり,1
20250814,01,4R,1,4,0.19,まくり,0
20250814,01,4R,2,3,0.24,まくり,0
20250814,01,4R,3,2,0.23,まくり,0
20250814,01,4R,4,1,0.07,まくり,1
20250814,01,4R,5,5,0.1,まくり,0
20250814,01,4R,6,6,0.17,まくり,0
20250814,01,5R,1,4,0.09,まくり,0
20250814,01,5R,2,2,0.12,まくり,0
20250814,01,5R,3,6,0.08,まくり,0
20250814,01,5R,4,1,0.02,まくり,1
20250814,01,5R,5,5,0.19,まくり,0
20250814,01,5R,6,3,0.18,まくり,0
20250814,01,6R,1,2,0.19,まくり差し,0
20250814,01,6R,2,6,0.18,まくり差し,0
20250814,01,6R,3,5,0.18,まくり差し,0
20250814,01,6R,4,1,0.12,まくり差し,1
20250814,01,6R,5,4,0.16,まくり差し,0
20250814,01,6R,6,3,0.12,まくり差し,0
20250814,01,7R,1,3,0.25,まくり,0
20250814,01,7R,2,2,0.33,まくり,0
20250814,01,7R,3,6,0.28,まくり,0
20250814,01,7R,4,1,0.16,まくり,1
20250814,01,7R,5,4,0.13,まくり,0
20250814,01,7R,6,5,0.3,まくり,0
20250814,01,8R,1,1,0.23,逃げ,1
20250814,01,8R,2,4,0.22,逃げ,0
20250814,01,8R,3,3,0.15,逃げ,0
20250814,01,8R,4,6,0.23,逃げ,0
20250814,01,8R,5,2,0.14,逃げ,0
20250814,01,8R,6,5,0.21,逃げ,0
20250814,01,9R,1,1,0.14,逃げ,1
20250814,01,9R,2,4,0.17,逃げ,0
20250814,01,9R,3,2,0.18,逃げ,0
20250814,01,9R,4,5,0.09,逃げ,0
20250814,01,9R,5,3,0.05,逃げ,0
20250814,01,9R,6,6,0.07,逃げ,0
20250814,01,10R,1,1,0.2,抜き,1
20250814,01,10R,2,6,0.29,抜き,0
20250814,01,10R,3,2,0.23,抜き,0
20250814,01,10R,4,3,0.18,抜き,0
20250814,01,10R,5,5,0.16,抜き,0
20250814,01,10R,6,4,0.12,抜き,0
20250814,01,11R,1,3,0.11,抜き,0
20250814,01,11R,2,4,0.11,抜き,0
20250814,01,11R,3,6,0.12,抜き,0
20250814,01,11R,4,2,0.05,抜き,0
20250814,01,11R,5,1,0.12,抜き,1
20250814,01,11R,6,5,0.13,抜き,0
20250814,01,12R,1,1,0.07,逃げ,1
20250814,01,12R,2,6,0.09,逃げ,0
20250814,01,12R,3,2,0.06,逃げ,0
20250814,01,12R,4,4,0.1,逃げ,0
20250814,01,12R,5,5,0.05,逃げ,0
20250814,01,12R,6,3,0.01,逃げ,0
