date,pid,race,lane,rank,st,decision,win
20250809,15,1R,1,,,,
20250809,15,1R,2,,,,
20250809,15,1R,3,,,,
20250809,15,1R,4,,,,
20250809,15,1R,5,,,,
20250809,15,1R,6,,,,
20250809,15,2R,1,,,,
20250809,15,2R,2,,,,
20250809,15,2R,3,,,,
20250809,15,2R,4,,,,
20250809,15,2R,5,,,,
20250809,15,2R,6,,,,
20250809,15,3R,1,,,,
20250809,15,3R,2,,,,
20250809,15,3R,3,,,,
20250809,15,3R,4,,,,
20250809,15,3R,5,,,,
20250809,15,3R,6,,,,
20250809,15,4R,1,,,,
20250809,15,4R,2,,,,
20250809,15,4R,3,,,,
20250809,15,4R,4,,,,
20250809,15,4R,5,,,,
20250809,15,4R,6,,,,
20250809,15,5R,1,,,,
20250809,15,5R,2,,,,
20250809,15,5R,3,,,,
20250809,15,5R,4,,,,
20250809,15,5R,5,,,,
20250809,15,5R,6,,,,
20250809,15,6R,1,,,,
20250809,15,6R,2,,,,
20250809,15,6R,3,,,,
20250809,15,6R,4,,,,
20250809,15,6R,5,,,,
20250809,15,6R,6,,,,
20250809,15,7R,1,,,,
20250809,15,7R,2,,,,
20250809,15,7R,3,,,,
20250809,15,7R,4,,,,
20250809,15,7R,5,,,,
20250809,15,7R,6,,,,
20250809,15,8R,1,,,,
20250809,15,8R,2,,,,
20250809,15,8R,3,,,,
20250809,15,8R,4,,,,
20250809,15,8R,5,,,,
20250809,15,8R,6,,,,
20250809,15,9R,1,,,,
20250809,15,9R,2,,,,
20250809,15,9R,3,,,,
20250809,15,9R,4,,,,
20250809,15,9R,5,,,,
20250809,15,9R,6,,,,
20250809,15,10R,1,,,,
20250809,15,10R,2,,,,
20250809,15,10R,3,,,,
20250809,15,10R,4,,,,
20250809,15,10R,5,,,,
20250809,15,10R,6,,,,
20250809,15,11R,1,,,,
20250809,15,11R,2,,,,
20250809,15,11R,3,,,,
20250809,15,11R,4,,,,
20250809,15,11R,5,,,,
20250809,15,11R,6,,,,
20250809,15,12R,1,,,,
20250809,15,12R,2,,,,
20250809,15,12R,3,,,,
20250809,15,12R,4,,,,
20250809,15,12R,5,,,,
20250809,15,12R,6,,,,
